#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2ECAE
#Date Time: 2022-09-23 14:03:17.197
#Sample rate: 4e+06Hz
#Samples: 4096

Time (s),UART
-0.00030775,b11000000
-0.0003075,b11000000
-0.00030725,b11000000
-0.000307,b11000000
-0.00030675,b11000000
-0.0003065,b11000000
-0.00030625,X
-0.000306,X
-0.00030575,X
-0.0003055,b11110111
-0.00030525,b11110111
-0.000305,b11110111
-0.00030475,b11110111
-0.0003045,b11110111
-0.00030425,b11110111
-0.000304,b11110111
-0.00030375,b11110111
-0.0003035,b11110111
-0.00030325,b11110111
-0.000303,b11110111
-0.00030275,b11110111
-0.0003025,b11110111
-0.00030225,b11110111
-0.000302,b11110111
-0.00030175,b11110111
-0.0003015,b11110111
-0.00030125,b11110111
-0.000301,b11110111
-0.00030075,b11110111
-0.0003005,b11110111
-0.00030025,b11110111
-0.0003,b11110111
-0.00029975,b11110111
-0.0002995,b11110111
-0.00029925,b11110111
-0.000299,b11110111
-0.00029875,b11110111
-0.0002985,b11110111
-0.00029825,b11110111
-0.000298,b11110111
-0.00029775,b11110111
-0.0002975,b11110111
-0.00029725,b11110111
-0.000297,b11110111
-0.00029675,b11110111
-0.0002965,b11110111
-0.00029625,b11110111
-0.000296,b11110111
-0.00029575,b11110111
-0.0002955,b11110111
-0.00029525,b11110111
-0.000295,b11110111
-0.00029475,b11110111
-0.0002945,b11110111
-0.00029425,b11110111
-0.000294,b11110111
-0.00029375,b11110111
-0.0002935,b11110111
-0.00029325,b11110111
-0.000293,b11110111
-0.00029275,b11110111
-0.0002925,b11110111
-0.00029225,b11110111
-0.000292,b11110111
-0.00029175,b11110111
-0.0002915,b11110111
-0.00029125,b11110111
-0.000291,b11110111
-0.00029075,b11110111
-0.0002905,b11110111
-0.00029025,b11110111
-0.00029,b11110111
-0.00028975,b11110111
-0.0002895,b11110111
-0.00028925,b11110111
-0.000289,b11110111
-0.00028875,b11110111
-0.0002885,b11110111
-0.00028825,b11110111
-0.000288,b11110111
-0.00028775,b11110111
-0.0002875,b11110111
-0.00028725,b11110111
-0.000287,b11110111
-0.00028675,b11110111
-0.0002865,b11110111
-0.00028625,b11110111
-0.000286,b11110111
-0.00028575,b11110111
-0.0002855,b11110111
-0.00028525,b11110111
-0.000285,b11110111
-0.00028475,b11110111
-0.0002845,b11110111
-0.00028425,b11110111
-0.000284,b11110111
-0.00028375,b11110111
-0.0002835,b11110111
-0.00028325,b11110111
-0.000283,b11110111
-0.00028275,b11110111
-0.0002825,X
-0.00028225,X
-0.000282,X
-0.00028175,b10001011
-0.0002815,b10001011
-0.00028125,b10001011
-0.000281,b10001011
-0.00028075,b10001011
-0.0002805,b10001011
-0.00028025,b10001011
-0.00028,b10001011
-0.00027975,b10001011
-0.0002795,b10001011
-0.00027925,b10001011
-0.000279,b10001011
-0.00027875,b10001011
-0.0002785,b10001011
-0.00027825,b10001011
-0.000278,b10001011
-0.00027775,b10001011
-0.0002775,b10001011
-0.00027725,b10001011
-0.000277,b10001011
-0.00027675,b10001011
-0.0002765,b10001011
-0.00027625,b10001011
-0.000276,b10001011
-0.00027575,b10001011
-0.0002755,b10001011
-0.00027525,b10001011
-0.000275,b10001011
-0.00027475,b10001011
-0.0002745,b10001011
-0.00027425,b10001011
-0.000274,b10001011
-0.00027375,b10001011
-0.0002735,b10001011
-0.00027325,b10001011
-0.000273,b10001011
-0.00027275,b10001011
-0.0002725,b10001011
-0.00027225,b10001011
-0.000272,b10001011
-0.00027175,b10001011
-0.0002715,b10001011
-0.00027125,b10001011
-0.000271,b10001011
-0.00027075,b10001011
-0.0002705,b10001011
-0.00027025,b10001011
-0.00027,b10001011
-0.00026975,b10001011
-0.0002695,b10001011
-0.00026925,b10001011
-0.000269,b10001011
-0.00026875,b10001011
-0.0002685,b10001011
-0.00026825,b10001011
-0.000268,b10001011
-0.00026775,b10001011
-0.0002675,b10001011
-0.00026725,b10001011
-0.000267,b10001011
-0.00026675,b10001011
-0.0002665,b10001011
-0.00026625,b10001011
-0.000266,b10001011
-0.00026575,b10001011
-0.0002655,b10001011
-0.00026525,b10001011
-0.000265,b10001011
-0.00026475,b10001011
-0.0002645,b10001011
-0.00026425,b10001011
-0.000264,b10001011
-0.00026375,b10001011
-0.0002635,b10001011
-0.00026325,b10001011
-0.000263,b10001011
-0.00026275,b10001011
-0.0002625,b10001011
-0.00026225,b10001011
-0.000262,b10001011
-0.00026175,b10001011
-0.0002615,b10001011
-0.00026125,b10001011
-0.000261,b10001011
-0.00026075,b10001011
-0.0002605,b10001011
-0.00026025,b10001011
-0.00026,b10001011
-0.00025975,b10001011
-0.0002595,b10001011
-0.00025925,b10001011
-0.000259,b10001011
-0.00025875,X
-0.0002585,X
-0.00025825,X
-0.000258,b01011111
-0.00025775,b01011111
-0.0002575,b01011111
-0.00025725,b01011111
-0.000257,b01011111
-0.00025675,b01011111
-0.0002565,b01011111
-0.00025625,b01011111
-0.000256,b01011111
-0.00025575,b01011111
-0.0002555,b01011111
-0.00025525,b01011111
-0.000255,b01011111
-0.00025475,b01011111
-0.0002545,b01011111
-0.00025425,b01011111
-0.000254,b01011111
-0.00025375,b01011111
-0.0002535,b01011111
-0.00025325,b01011111
-0.000253,b01011111
-0.00025275,b01011111
-0.0002525,b01011111
-0.00025225,b01011111
-0.000252,b01011111
-0.00025175,b01011111
-0.0002515,b01011111
-0.00025125,b01011111
-0.000251,b01011111
-0.00025075,b01011111
-0.0002505,b01011111
-0.00025025,b01011111
-0.00025,b01011111
-0.00024975,b01011111
-0.0002495,b01011111
-0.00024925,b01011111
-0.000249,b01011111
-0.00024875,b01011111
-0.0002485,b01011111
-0.00024825,b01011111
-0.000248,b01011111
-0.00024775,b01011111
-0.0002475,b01011111
-0.00024725,b01011111
-0.000247,b01011111
-0.00024675,b01011111
-0.0002465,b01011111
-0.00024625,b01011111
-0.000246,b01011111
-0.00024575,b01011111
-0.0002455,b01011111
-0.00024525,b01011111
-0.000245,b01011111
-0.00024475,b01011111
-0.0002445,b01011111
-0.00024425,b01011111
-0.000244,b01011111
-0.00024375,b01011111
-0.0002435,b01011111
-0.00024325,b01011111
-0.000243,b01011111
-0.00024275,b01011111
-0.0002425,b01011111
-0.00024225,b01011111
-0.000242,b01011111
-0.00024175,b01011111
-0.0002415,b01011111
-0.00024125,b01011111
-0.000241,b01011111
-0.00024075,b01011111
-0.0002405,b01011111
-0.00024025,b01011111
-0.00024,b01011111
-0.00023975,b01011111
-0.0002395,b01011111
-0.00023925,b01011111
-0.000239,b01011111
-0.00023875,b01011111
-0.0002385,b01011111
-0.00023825,b01011111
-0.000238,b01011111
-0.00023775,b01011111
-0.0002375,b01011111
-0.00023725,b01011111
-0.000237,b01011111
-0.00023675,b01011111
-0.0002365,b01011111
-0.00023625,b01011111
-0.000236,b01011111
-0.00023575,b01011111
-0.0002355,b01011111
-0.00023525,b01011111
-0.000235,X
-0.00023475,X
-0.0002345,X
-0.00023425,b11111100
-0.000234,b11111100
-0.00023375,b11111100
-0.0002335,b11111100
-0.00023325,b11111100
-0.000233,b11111100
-0.00023275,b11111100
-0.0002325,b11111100
-0.00023225,b11111100
-0.000232,b11111100
-0.00023175,b11111100
-0.0002315,b11111100
-0.00023125,b11111100
-0.000231,b11111100
-0.00023075,b11111100
-0.0002305,b11111100
-0.00023025,b11111100
-0.00023,b11111100
-0.00022975,b11111100
-0.0002295,b11111100
-0.00022925,b11111100
-0.000229,b11111100
-0.00022875,b11111100
-0.0002285,b11111100
-0.00022825,b11111100
-0.000228,b11111100
-0.00022775,b11111100
-0.0002275,b11111100
-0.00022725,b11111100
-0.000227,b11111100
-0.00022675,b11111100
-0.0002265,b11111100
-0.00022625,b11111100
-0.000226,b11111100
-0.00022575,b11111100
-0.0002255,b11111100
-0.00022525,b11111100
-0.000225,b11111100
-0.00022475,b11111100
-0.0002245,b11111100
-0.00022425,b11111100
-0.000224,b11111100
-0.00022375,b11111100
-0.0002235,b11111100
-0.00022325,b11111100
-0.000223,b11111100
-0.00022275,b11111100
-0.0002225,b11111100
-0.00022225,b11111100
-0.000222,b11111100
-0.00022175,b11111100
-0.0002215,b11111100
-0.00022125,b11111100
-0.000221,b11111100
-0.00022075,b11111100
-0.0002205,b11111100
-0.00022025,b11111100
-0.00022,b11111100
-0.00021975,b11111100
-0.0002195,b11111100
-0.00021925,b11111100
-0.000219,b11111100
-0.00021875,b11111100
-0.0002185,b11111100
-0.00021825,b11111100
-0.000218,b11111100
-0.00021775,b11111100
-0.0002175,b11111100
-0.00021725,b11111100
-0.000217,b11111100
-0.00021675,b11111100
-0.0002165,b11111100
-0.00021625,b11111100
-0.000216,b11111100
-0.00021575,b11111100
-0.0002155,b11111100
-0.00021525,b11111100
-0.000215,b11111100
-0.00021475,b11111100
-0.0002145,b11111100
-0.00021425,b11111100
-0.000214,b11111100
-0.00021375,b11111100
-0.0002135,b11111100
-0.00021325,b11111100
-0.000213,b11111100
-0.00021275,b11111100
-0.0002125,b11111100
-0.00021225,b11111100
-0.000212,b11111100
-0.00021175,b11111100
-0.0002115,b11111100
-0.00021125,X
-0.000211,X
-0.00021075,X
-0.0002105,b11100010
-0.00021025,b11100010
-0.00021,b11100010
-0.00020975,b11100010
-0.0002095,b11100010
-0.00020925,b11100010
-0.000209,b11100010
-0.00020875,b11100010
-0.0002085,b11100010
-0.00020825,b11100010
-0.000208,b11100010
-0.00020775,b11100010
-0.0002075,b11100010
-0.00020725,b11100010
-0.000207,b11100010
-0.00020675,b11100010
-0.0002065,b11100010
-0.00020625,b11100010
-0.000206,b11100010
-0.00020575,b11100010
-0.0002055,b11100010
-0.00020525,b11100010
-0.000205,b11100010
-0.00020475,b11100010
-0.0002045,b11100010
-0.00020425,b11100010
-0.000204,b11100010
-0.00020375,b11100010
-0.0002035,b11100010
-0.00020325,b11100010
-0.000203,b11100010
-0.00020275,b11100010
-0.0002025,b11100010
-0.00020225,b11100010
-0.000202,b11100010
-0.00020175,b11100010
-0.0002015,b11100010
-0.00020125,b11100010
-0.000201,b11100010
-0.00020075,b11100010
-0.0002005,b11100010
-0.00020025,b11100010
-0.0002,b11100010
-0.00019975,b11100010
-0.0001995,b11100010
-0.00019925,b11100010
-0.000199,b11100010
-0.00019875,b11100010
-0.0001985,b11100010
-0.00019825,b11100010
-0.000198,b11100010
-0.00019775,b11100010
-0.0001975,b11100010
-0.00019725,b11100010
-0.000197,b11100010
-0.00019675,b11100010
-0.0001965,b11100010
-0.00019625,b11100010
-0.000196,b11100010
-0.00019575,b11100010
-0.0001955,b11100010
-0.00019525,b11100010
-0.000195,b11100010
-0.00019475,b11100010
-0.0001945,b11100010
-0.00019425,b11100010
-0.000194,b11100010
-0.00019375,b11100010
-0.0001935,b11100010
-0.00019325,b11100010
-0.000193,b11100010
-0.00019275,b11100010
-0.0001925,b11100010
-0.00019225,b11100010
-0.000192,b11100010
-0.00019175,b11100010
-0.0001915,b11100010
-0.00019125,b11100010
-0.000191,b11100010
-0.00019075,b11100010
-0.0001905,b11100010
-0.00019025,b11100010
-0.00019,b11100010
-0.00018975,b11100010
-0.0001895,b11100010
-0.00018925,b11100010
-0.000189,b11100010
-0.00018875,b11100010
-0.0001885,b11100010
-0.00018825,b11100010
-0.000188,b11100010
-0.00018775,b11100010
-0.0001875,X
-0.00018725,X
-0.000187,X
-0.00018675,b00010111
-0.0001865,b00010111
-0.00018625,b00010111
-0.000186,b00010111
-0.00018575,b00010111
-0.0001855,b00010111
-0.00018525,b00010111
-0.000185,b00010111
-0.00018475,b00010111
-0.0001845,b00010111
-0.00018425,b00010111
-0.000184,b00010111
-0.00018375,b00010111
-0.0001835,b00010111
-0.00018325,b00010111
-0.000183,b00010111
-0.00018275,b00010111
-0.0001825,b00010111
-0.00018225,b00010111
-0.000182,b00010111
-0.00018175,b00010111
-0.0001815,b00010111
-0.00018125,b00010111
-0.000181,b00010111
-0.00018075,b00010111
-0.0001805,b00010111
-0.00018025,b00010111
-0.00018,b00010111
-0.00017975,b00010111
-0.0001795,b00010111
-0.00017925,b00010111
-0.000179,b00010111
-0.00017875,b00010111
-0.0001785,b00010111
-0.00017825,b00010111
-0.000178,b00010111
-0.00017775,b00010111
-0.0001775,b00010111
-0.00017725,b00010111
-0.000177,b00010111
-0.00017675,b00010111
-0.0001765,b00010111
-0.00017625,b00010111
-0.000176,b00010111
-0.00017575,b00010111
-0.0001755,b00010111
-0.00017525,b00010111
-0.000175,b00010111
-0.00017475,b00010111
-0.0001745,b00010111
-0.00017425,b00010111
-0.000174,b00010111
-0.00017375,b00010111
-0.0001735,b00010111
-0.00017325,b00010111
-0.000173,b00010111
-0.00017275,b00010111
-0.0001725,b00010111
-0.00017225,b00010111
-0.000172,b00010111
-0.00017175,b00010111
-0.0001715,b00010111
-0.00017125,b00010111
-0.000171,b00010111
-0.00017075,b00010111
-0.0001705,b00010111
-0.00017025,b00010111
-0.00017,b00010111
-0.00016975,b00010111
-0.0001695,b00010111
-0.00016925,b00010111
-0.000169,b00010111
-0.00016875,b00010111
-0.0001685,b00010111
-0.00016825,b00010111
-0.000168,b00010111
-0.00016775,b00010111
-0.0001675,b00010111
-0.00016725,b00010111
-0.000167,b00010111
-0.00016675,b00010111
-0.0001665,b00010111
-0.00016625,b00010111
-0.000166,b00010111
-0.00016575,b00010111
-0.0001655,b00010111
-0.00016525,b00010111
-0.000165,b00010111
-0.00016475,b00010111
-0.0001645,b00010111
-0.00016425,b00010111
-0.000164,b00010111
-0.00016375,X
-0.0001635,X
-0.00016325,X
-0.000163,b11100000
-0.00016275,b11100000
-0.0001625,b11100000
-0.00016225,b11100000
-0.000162,b11100000
-0.00016175,b11100000
-0.0001615,b11100000
-0.00016125,b11100000
-0.000161,b11100000
-0.00016075,b11100000
-0.0001605,b11100000
-0.00016025,b11100000
-0.00016,b11100000
-0.00015975,b11100000
-0.0001595,b11100000
-0.00015925,b11100000
-0.000159,b11100000
-0.00015875,b11100000
-0.0001585,b11100000
-0.00015825,b11100000
-0.000158,b11100000
-0.00015775,b11100000
-0.0001575,b11100000
-0.00015725,b11100000
-0.000157,b11100000
-0.00015675,b11100000
-0.0001565,b11100000
-0.00015625,b11100000
-0.000156,b11100000
-0.00015575,b11100000
-0.0001555,b11100000
-0.00015525,b11100000
-0.000155,b11100000
-0.00015475,b11100000
-0.0001545,b11100000
-0.00015425,b11100000
-0.000154,b11100000
-0.00015375,b11100000
-0.0001535,b11100000
-0.00015325,b11100000
-0.000153,b11100000
-0.00015275,b11100000
-0.0001525,b11100000
-0.00015225,b11100000
-0.000152,b11100000
-0.00015175,b11100000
-0.0001515,b11100000
-0.00015125,b11100000
-0.000151,b11100000
-0.00015075,b11100000
-0.0001505,b11100000
-0.00015025,b11100000
-0.00015,b11100000
-0.00014975,b11100000
-0.0001495,b11100000
-0.00014925,b11100000
-0.000149,b11100000
-0.00014875,b11100000
-0.0001485,b11100000
-0.00014825,b11100000
-0.000148,b11100000
-0.00014775,b11100000
-0.0001475,b11100000
-0.00014725,b11100000
-0.000147,b11100000
-0.00014675,b11100000
-0.0001465,b11100000
-0.00014625,b11100000
-0.000146,b11100000
-0.00014575,b11100000
-0.0001455,b11100000
-0.00014525,b11100000
-0.000145,b11100000
-0.00014475,b11100000
-0.0001445,b11100000
-0.00014425,b11100000
-0.000144,b11100000
-0.00014375,b11100000
-0.0001435,b11100000
-0.00014325,b11100000
-0.000143,b11100000
-0.00014275,b11100000
-0.0001425,b11100000
-0.00014225,b11100000
-0.000142,b11100000
-0.00014175,b11100000
-0.0001415,b11100000
-0.00014125,b11100000
-0.000141,b11100000
-0.00014075,b11100000
-0.0001405,b11100000
-0.00014025,b11100000
-0.00014,X
-0.00013975,X
-0.0001395,X
-0.00013925,b00000011
-0.000139,b00000011
-0.00013875,b00000011
-0.0001385,b00000011
-0.00013825,b00000011
-0.000138,b00000011
-0.00013775,b00000011
-0.0001375,b00000011
-0.00013725,b00000011
-0.000137,b00000011
-0.00013675,b00000011
-0.0001365,b00000011
-0.00013625,b00000011
-0.000136,b00000011
-0.00013575,b00000011
-0.0001355,b00000011
-0.00013525,b00000011
-0.000135,b00000011
-0.00013475,b00000011
-0.0001345,b00000011
-0.00013425,b00000011
-0.000134,b00000011
-0.00013375,b00000011
-0.0001335,b00000011
-0.00013325,b00000011
-0.000133,b00000011
-0.00013275,b00000011
-0.0001325,b00000011
-0.00013225,b00000011
-0.000132,b00000011
-0.00013175,b00000011
-0.0001315,b00000011
-0.00013125,b00000011
-0.000131,b00000011
-0.00013075,b00000011
-0.0001305,b00000011
-0.00013025,b00000011
-0.00013,b00000011
-0.00012975,b00000011
-0.0001295,b00000011
-0.00012925,b00000011
-0.000129,b00000011
-0.00012875,b00000011
-0.0001285,b00000011
-0.00012825,b00000011
-0.000128,b00000011
-0.00012775,b00000011
-0.0001275,b00000011
-0.00012725,b00000011
-0.000127,b00000011
-0.00012675,b00000011
-0.0001265,b00000011
-0.00012625,b00000011
-0.000126,b00000011
-0.00012575,b00000011
-0.0001255,b00000011
-0.00012525,b00000011
-0.000125,b00000011
-0.00012475,b00000011
-0.0001245,b00000011
-0.00012425,b00000011
-0.000124,b00000011
-0.00012375,b00000011
-0.0001235,b00000011
-0.00012325,b00000011
-0.000123,b00000011
-0.00012275,b00000011
-0.0001225,b00000011
-0.00012225,b00000011
-0.000122,b00000011
-0.00012175,b00000011
-0.0001215,b00000011
-0.00012125,b00000011
-0.000121,b00000011
-0.00012075,b00000011
-0.0001205,b00000011
-0.00012025,b00000011
-0.00012,b00000011
-0.00011975,b00000011
-0.0001195,b00000011
-0.00011925,b00000011
-0.000119,b00000011
-0.00011875,b00000011
-0.0001185,b00000011
-0.00011825,b00000011
-0.000118,b00000011
-0.00011775,b00000011
-0.0001175,b00000011
-0.00011725,b00000011
-0.000117,b00000011
-0.00011675,b00000011
-0.0001165,b00000011
-0.00011625,X
-0.000116,X
-0.00011575,X
-0.0001155,b00011111
-0.00011525,b00011111
-0.000115,b00011111
-0.00011475,b00011111
-0.0001145,b00011111
-0.00011425,b00011111
-0.000114,b00011111
-0.00011375,b00011111
-0.0001135,b00011111
-0.00011325,b00011111
-0.000113,b00011111
-0.00011275,b00011111
-0.0001125,b00011111
-0.00011225,b00011111
-0.000112,b00011111
-0.00011175,b00011111
-0.0001115,b00011111
-0.00011125,b00011111
-0.000111,b00011111
-0.00011075,b00011111
-0.0001105,b00011111
-0.00011025,b00011111
-0.00011,b00011111
-0.00010975,b00011111
-0.0001095,b00011111
-0.00010925,b00011111
-0.000109,b00011111
-0.00010875,b00011111
-0.0001085,b00011111
-0.00010825,b00011111
-0.000108,b00011111
-0.00010775,b00011111
-0.0001075,b00011111
-0.00010725,b00011111
-0.000107,b00011111
-0.00010675,b00011111
-0.0001065,b00011111
-0.00010625,b00011111
-0.000106,b00011111
-0.00010575,b00011111
-0.0001055,b00011111
-0.00010525,b00011111
-0.000105,b00011111
-0.00010475,b00011111
-0.0001045,b00011111
-0.00010425,b00011111
-0.000104,b00011111
-0.00010375,b00011111
-0.0001035,b00011111
-0.00010325,b00011111
-0.000103,b00011111
-0.00010275,b00011111
-0.0001025,b00011111
-0.00010225,b00011111
-0.000102,b00011111
-0.00010175,b00011111
-0.0001015,b00011111
-0.00010125,b00011111
-0.000101,b00011111
-0.00010075,b00011111
-0.0001005,b00011111
-0.00010025,b00011111
-0.0001,b00011111
-9.975e-05,b00011111
-9.95e-05,b00011111
-9.925e-05,b00011111
-9.9e-05,b00011111
-9.875e-05,b00011111
-9.85e-05,b00011111
-9.825e-05,b00011111
-9.8e-05,b00011111
-9.775e-05,b00011111
-9.75e-05,b00011111
-9.725e-05,b00011111
-9.7e-05,b00011111
-9.675e-05,b00011111
-9.65e-05,b00011111
-9.625e-05,b00011111
-9.6e-05,b00011111
-9.575e-05,b00011111
-9.55e-05,b00011111
-9.525e-05,b00011111
-9.5e-05,b00011111
-9.475e-05,b00011111
-9.45e-05,b00011111
-9.425e-05,b00011111
-9.4e-05,b00011111
-9.375e-05,b00011111
-9.35e-05,b00011111
-9.325e-05,b00011111
-9.3e-05,b00011111
-9.275e-05,b00011111
-9.25e-05,X
-9.225e-05,X
-9.2e-05,X
-9.175e-05,b11111000
-9.15e-05,b11111000
-9.125e-05,b11111000
-9.1e-05,b11111000
-9.075e-05,b11111000
-9.05e-05,b11111000
-9.025e-05,b11111000
-9e-05,b11111000
-8.975e-05,b11111000
-8.95e-05,b11111000
-8.925e-05,b11111000
-8.9e-05,b11111000
-8.875e-05,b11111000
-8.85e-05,b11111000
-8.825e-05,b11111000
-8.8e-05,b11111000
-8.775e-05,b11111000
-8.75e-05,b11111000
-8.725e-05,b11111000
-8.7e-05,b11111000
-8.675e-05,b11111000
-8.65e-05,b11111000
-8.625e-05,b11111000
-8.6e-05,b11111000
-8.575e-05,b11111000
-8.55e-05,b11111000
-8.525e-05,b11111000
-8.5e-05,b11111000
-8.475e-05,b11111000
-8.45e-05,b11111000
-8.425e-05,b11111000
-8.4e-05,b11111000
-8.375e-05,b11111000
-8.35e-05,b11111000
-8.325e-05,b11111000
-8.3e-05,b11111000
-8.275e-05,b11111000
-8.25e-05,b11111000
-8.225e-05,b11111000
-8.2e-05,b11111000
-8.175e-05,b11111000
-8.15e-05,b11111000
-8.125e-05,b11111000
-8.1e-05,b11111000
-8.075e-05,b11111000
-8.05e-05,b11111000
-8.025e-05,b11111000
-8e-05,b11111000
-7.975e-05,b11111000
-7.95e-05,b11111000
-7.925e-05,b11111000
-7.9e-05,b11111000
-7.875e-05,b11111000
-7.85e-05,b11111000
-7.825e-05,b11111000
-7.8e-05,b11111000
-7.775e-05,b11111000
-7.75e-05,b11111000
-7.725e-05,b11111000
-7.7e-05,b11111000
-7.675e-05,b11111000
-7.65e-05,b11111000
-7.625e-05,b11111000
-7.6e-05,b11111000
-7.575e-05,b11111000
-7.55e-05,b11111000
-7.525e-05,b11111000
-7.5e-05,b11111000
-7.475e-05,b11111000
-7.45e-05,b11111000
-7.425e-05,b11111000
-7.4e-05,b11111000
-7.375e-05,b11111000
-7.35e-05,b11111000
-7.325e-05,b11111000
-7.3e-05,b11111000
-7.275e-05,b11111000
-7.25e-05,b11111000
-7.225e-05,b11111000
-7.2e-05,b11111000
-7.175e-05,b11111000
-7.15e-05,b11111000
-7.125e-05,b11111000
-7.1e-05,b11111000
-7.075e-05,b11111000
-7.05e-05,b11111000
-7.025e-05,b11111000
-7e-05,b11111000
-6.975e-05,b11111000
-6.95e-05,b11111000
-6.925e-05,b11111000
-6.9e-05,b11111000
-6.875e-05,X
-6.85e-05,X
-6.825e-05,X
-6.8e-05,b00101000
-6.775e-05,b00101000
-6.75e-05,b00101000
-6.725e-05,b00101000
-6.7e-05,b00101000
-6.675e-05,b00101000
-6.65e-05,b00101000
-6.625e-05,b00101000
-6.6e-05,b00101000
-6.575e-05,b00101000
-6.55e-05,b00101000
-6.525e-05,b00101000
-6.5e-05,b00101000
-6.475e-05,b00101000
-6.45e-05,b00101000
-6.425e-05,b00101000
-6.4e-05,b00101000
-6.375e-05,b00101000
-6.35e-05,b00101000
-6.325e-05,b00101000
-6.3e-05,b00101000
-6.275e-05,b00101000
-6.25e-05,b00101000
-6.225e-05,b00101000
-6.2e-05,b00101000
-6.175e-05,b00101000
-6.15e-05,b00101000
-6.125e-05,b00101000
-6.1e-05,b00101000
-6.075e-05,b00101000
-6.05e-05,b00101000
-6.025e-05,b00101000
-6e-05,b00101000
-5.975e-05,b00101000
-5.95e-05,b00101000
-5.925e-05,b00101000
-5.9e-05,b00101000
-5.875e-05,b00101000
-5.85e-05,b00101000
-5.825e-05,b00101000
-5.8e-05,b00101000
-5.775e-05,b00101000
-5.75e-05,b00101000
-5.725e-05,b00101000
-5.7e-05,b00101000
-5.675e-05,b00101000
-5.65e-05,b00101000
-5.625e-05,b00101000
-5.6e-05,b00101000
-5.575e-05,b00101000
-5.55e-05,b00101000
-5.525e-05,b00101000
-5.5e-05,b00101000
-5.475e-05,b00101000
-5.45e-05,b00101000
-5.425e-05,b00101000
-5.4e-05,b00101000
-5.375e-05,b00101000
-5.35e-05,b00101000
-5.325e-05,b00101000
-5.3e-05,b00101000
-5.275e-05,b00101000
-5.25e-05,b00101000
-5.225e-05,b00101000
-5.2e-05,b00101000
-5.175e-05,b00101000
-5.15e-05,b00101000
-5.125e-05,b00101000
-5.1e-05,b00101000
-5.075e-05,b00101000
-5.05e-05,b00101000
-5.025e-05,b00101000
-5e-05,b00101000
-4.975e-05,b00101000
-4.95e-05,b00101000
-4.925e-05,b00101000
-4.9e-05,b00101000
-4.875e-05,b00101000
-4.85e-05,b00101000
-4.825e-05,b00101000
-4.8e-05,b00101000
-4.775e-05,b00101000
-4.75e-05,b00101000
-4.725e-05,b00101000
-4.7e-05,b00101000
-4.675e-05,b00101000
-4.65e-05,b00101000
-4.625e-05,b00101000
-4.6e-05,b00101000
-4.575e-05,b00101000
-4.55e-05,b00101000
-4.525e-05,b00101000
-4.5e-05,X
-4.475e-05,X
-4.45e-05,X
-4.425e-05,b00001000
-4.4e-05,b00001000
-4.375e-05,b00001000
-4.35e-05,b00001000
-4.325e-05,b00001000
-4.3e-05,b00001000
-4.275e-05,b00001000
-4.25e-05,b00001000
-4.225e-05,b00001000
-4.2e-05,b00001000
-4.175e-05,b00001000
-4.15e-05,b00001000
-4.125e-05,b00001000
-4.1e-05,b00001000
-4.075e-05,b00001000
-4.05e-05,b00001000
-4.025e-05,b00001000
-4e-05,b00001000
-3.975e-05,b00001000
-3.95e-05,b00001000
-3.925e-05,b00001000
-3.9e-05,b00001000
-3.875e-05,b00001000
-3.85e-05,b00001000
-3.825e-05,b00001000
-3.8e-05,b00001000
-3.775e-05,b00001000
-3.75e-05,b00001000
-3.725e-05,b00001000
-3.7e-05,b00001000
-3.675e-05,b00001000
-3.65e-05,b00001000
-3.625e-05,b00001000
-3.6e-05,b00001000
-3.575e-05,b00001000
-3.55e-05,b00001000
-3.525e-05,b00001000
-3.5e-05,b00001000
-3.475e-05,b00001000
-3.45e-05,b00001000
-3.425e-05,b00001000
-3.4e-05,b00001000
-3.375e-05,b00001000
-3.35e-05,b00001000
-3.325e-05,b00001000
-3.3e-05,b00001000
-3.275e-05,b00001000
-3.25e-05,b00001000
-3.225e-05,b00001000
-3.2e-05,b00001000
-3.175e-05,b00001000
-3.15e-05,b00001000
-3.125e-05,b00001000
-3.1e-05,b00001000
-3.075e-05,b00001000
-3.05e-05,b00001000
-3.025e-05,b00001000
-3e-05,b00001000
-2.975e-05,b00001000
-2.95e-05,b00001000
-2.925e-05,b00001000
-2.9e-05,b00001000
-2.875e-05,b00001000
-2.85e-05,b00001000
-2.825e-05,b00001000
-2.8e-05,b00001000
-2.775e-05,b00001000
-2.75e-05,b00001000
-2.725e-05,b00001000
-2.7e-05,b00001000
-2.675e-05,b00001000
-2.65e-05,b00001000
-2.625e-05,b00001000
-2.6e-05,b00001000
-2.575e-05,b00001000
-2.55e-05,b00001000
-2.525e-05,b00001000
-2.5e-05,b00001000
-2.475e-05,b00001000
-2.45e-05,b00001000
-2.425e-05,b00001000
-2.4e-05,b00001000
-2.375e-05,b00001000
-2.35e-05,b00001000
-2.325e-05,b00001000
-2.3e-05,b00001000
-2.275e-05,b00001000
-2.25e-05,b00001000
-2.225e-05,b00001000
-2.2e-05,b00001000
-2.175e-05,b00001000
-2.15e-05,b00001000
-2.125e-05,X
-2.1e-05,X
-2.075e-05,X
-2.05e-05,b00000000
-2.025e-05,b00000000
-2e-05,b00000000
-1.975e-05,b00000000
-1.95e-05,b00000000
-1.925e-05,b00000000
-1.9e-05,b00000000
-1.875e-05,b00000000
-1.85e-05,b00000000
